farmer_id;market_id;transaction_date;amount;name;creation_date;title;category;worker_id;extra_info;market_type
110;599;2024-12-08;4053;Price Inc;2025-10-27;Friend;along;121.0;what;Mercado de Legumes
476;807;2020-07-01;379;Johnson-Curtis;2021-06-10;To;nice;36.0;dream;Mercado de Flores
159;31;2025-12-23;3902;Johnson, Long and Benson;2022-06-05;Security;marriage;;;Mercado de Fruta
346;220;2024-08-19;703;Paul, Stewart and Pierce;2024-08-13;Plan;case;44.0;house;Mercado de Fruta
425;396;2025-12-05;554;Sims PLC;2023-09-28;Drug;let;58.0;different;Mercado de Flores
425;396;2025-12-05;554;Sims PLC;2023-09-28;Drug;let;193.0;exactly;Mercado de Flores
425;396;2025-12-05;554;Sims PLC;2023-09-28;Drug;let;196.0;personal;Mercado de Flores
21;65;2022-10-16;1425;Williams, Martinez and Gentry;2021-03-07;Unit;day;;;Mercado de Legumes
266;739;2020-03-24;4452;Carney-Gomez;2023-01-17;Somebody;Mrs;91.0;serious;Mercado de Fruta
8;230;2022-04-01;237;Garcia-Lawson;2024-11-18;Theory;study;;;Mercado de Legumes
127;246;2021-06-25;2992;Hill PLC;2025-05-30;Somebody;thought;73.0;Congress;Mercado de Flores
43;472;2021-04-01;772;Hubbard-Morgan;2026-01-13;Different;deep;120.0;once;Mercado de Fruta
110;357;2021-06-09;145;Price Inc;2025-10-27;One;his;121.0;what;Mercado de Flores
361;156;2021-01-12;300;Martinez Ltd;2023-11-22;Only;soon;80.0;by;Mercado de Flores
152;63;2023-11-30;3663;Schultz-Glass;2023-06-16;Paper;street;118.0;western;Mercado de Flores
460;71;2024-06-07;3448;Davenport-Cook;2021-03-09;Hundred;rather;;;Mercado de Legumes
321;247;2024-10-17;1146;Frost-Wolfe;2023-12-28;Nice;although;;;Mercado de Fruta
55;755;2023-07-27;762;Hill, Allen and Rodriguez;2022-07-31;World;whose;114.0;ability;Mercado de Legumes
104;281;2024-07-12;1285;Mosley, Petty and Davis;2026-01-02;Voice;democratic;;;Mercado de Legumes
23;502;2025-11-11;3297;Price-Scott;2023-05-17;Life;knowledge;;;Mercado de Fruta
432;418;2020-07-29;1571;Wright Group;2021-03-18;May;tend;;;Mercado de Fruta
242;966;2024-05-07;2755;Bishop, Acosta and Obrien;2022-08-25;Still;offer;;;Mercado de Flores
402;553;2024-11-09;3844;Miller-Wagner;2023-04-08;Pick;member;;;Mercado de Fruta
188;906;2024-06-28;3886;Davis, Cortez and Young;2022-03-06;Expect;else;133.0;assume;Mercado de Flores
188;906;2024-06-28;3886;Davis, Cortez and Young;2022-03-06;Expect;else;135.0;support;Mercado de Flores
153;682;2024-10-16;3906;Wilson, Spears and Mitchell;2025-04-21;Wrong;organization;79.0;image;Mercado de Fruta
232;89;2020-05-17;3583;Stephenson Group;2025-12-12;A;continue;;;Mercado de Legumes
90;174;2025-02-20;761;Mitchell-Fisher;2024-12-19;Culture;back;109.0;term;Mercado de Flores
467;111;2020-05-20;901;Wilson PLC;2021-12-24;Season;behind;;;Mercado de Flores
65;498;2024-09-19;3642;Serrano-Hoover;2024-05-14;Boy;though;144.0;total;Mercado de Flores
96;411;2020-06-09;2951;Sosa, Newton and Anderson;2022-05-18;Establish;author;;;Mercado de Flores
306;195;2020-09-15;1496;Jenkins LLC;2022-02-24;Line;charge;;;Mercado de Flores
291;115;2025-06-15;2050;Hernandez LLC;2025-09-01;Current;describe;;;Mercado de Fruta
339;17;2021-02-20;4395;Hill, Dalton and Bolton;2021-10-09;Rise;out;77.0;property;Mercado de Legumes
166;3;2024-11-18;4694;Savage-Martin;2025-07-07;Development;approach;;;Mercado de Flores
159;792;2023-03-28;2631;Johnson, Long and Benson;2022-06-05;Eight;leg;;;Mercado de Flores
433;900;2023-06-02;4894;Ballard-Orozco;2024-02-08;Something;message;136.0;of;Mercado de Flores
39;244;2026-01-13;2962;Yu-Ramirez;2025-09-02;School;write;21.0;party;Mercado de Fruta
268;181;2021-10-14;4473;Taylor Inc;2022-03-26;She;our;;;Mercado de Fruta
494;835;2025-02-19;1150;Rasmussen Group;2023-04-05;Worker;near;;;Mercado de Fruta
308;261;2024-03-15;3839;Jones, Harrington and Herrera;2024-03-21;Report;matter;;;Mercado de Flores
287;698;2023-04-29;1708;Bailey, Bush and Hernandez;2024-12-15;Age;him;148.0;room;Mercado de Legumes
147;829;2024-06-26;3895;Hess-Dickson;2022-09-18;Fall;outside;119.0;force;Mercado de Fruta
95;400;2022-10-25;207;Woods and Sons;2022-04-09;Season;whatever;32.0;follow;Mercado de Fruta
494;142;2022-05-05;2464;Rasmussen Group;2023-04-05;Different;position;;;Mercado de Fruta
119;725;2021-05-30;2502;Shelton, Odonnell and Williams;2022-11-17;Since;reduce;;;Mercado de Legumes
283;526;2023-11-23;2049;Nguyen-Patterson;2023-01-09;Other;memory;;;Mercado de Fruta
100;472;2022-01-17;1664;Brown PLC;2025-07-17;Different;deep;;;Mercado de Fruta
47;394;2020-08-09;2625;Benjamin-Reed;2024-09-25;Information;analysis;;;Mercado de Fruta
449;2;2025-01-20;1057;Price-Mckay;2023-01-29;Not;interesting;;;Mercado de Legumes
12;525;2023-10-22;1032;Bradley LLC;2024-08-05;Writer;way;;;Mercado de Flores
498;182;2020-04-17;714;Walker-Kirk;2024-03-19;Management;pattern;;;Mercado de Legumes
278;480;2020-01-15;2110;Morrow-Compton;2025-06-19;Actually;various;90.0;star;Mercado de Flores
353;978;2024-03-31;4727;Jones-Rollins;2024-02-10;Western;artist;;;Mercado de Flores
228;719;2020-04-11;254;Butler PLC;2021-05-21;Contain;memory;;;Mercado de Legumes
44;24;2025-02-15;2134;Johnson, Hooper and Norton;2022-03-04;Adult;alone;;;Mercado de Flores
452;854;2025-07-31;1937;Sims LLC;2025-12-16;Somebody;once;;;Mercado de Legumes
50;615;2021-06-15;2090;Maldonado and Sons;2021-06-01;Speech;training;;;Mercado de Flores
153;467;2020-09-01;100;Wilson, Spears and Mitchell;2025-04-21;Focus;democratic;79.0;image;Mercado de Legumes
164;502;2021-11-25;2223;Acevedo-Potts;2021-06-29;Life;knowledge;;;Mercado de Fruta
232;692;2022-01-02;2020;Stephenson Group;2025-12-12;Fact;finally;;;Mercado de Legumes
331;485;2023-01-21;3205;Lawrence Inc;2023-06-02;However;debate;149.0;service;Mercado de Legumes
309;426;2026-01-20;3706;Maldonado-Macias;2021-03-27;Fly;commercial;;;Mercado de Flores
128;182;2021-10-28;2934;Butler-Washington;2021-05-01;Management;pattern;;;Mercado de Legumes
325;56;2020-04-25;3787;Barrett Group;2022-12-07;Forward;note;;;Mercado de Legumes
499;170;2020-07-25;4530;Jacobs, Johnson and Clark;2022-01-05;Argue;reality;9.0;piece;Mercado de Legumes
499;170;2020-07-25;4530;Jacobs, Johnson and Clark;2022-01-05;Argue;reality;43.0;here;Mercado de Legumes
446;959;2024-08-16;1261;Duffy-Molina;2022-11-01;Already;attack;93.0;paper;Mercado de Legumes
358;971;2021-12-27;1267;Mccormick and Sons;2023-11-06;Education;play;24.0;during;Mercado de Legumes
358;971;2021-12-27;1267;Mccormick and Sons;2023-11-06;Education;play;138.0;democratic;Mercado de Legumes
289;280;2021-12-08;1389;Spencer-Carter;2026-01-20;Stock;civil;;;Mercado de Fruta
477;857;2021-08-25;2882;Jenkins-Butler;2023-02-09;Painting;so;;;Mercado de Legumes
19;460;2025-02-08;734;Taylor Group;2023-12-11;Across;others;;;Mercado de Fruta
56;68;2025-02-16;1824;Wheeler-Blackburn;2025-06-13;Article;they;1.0;move;Mercado de Legumes
56;68;2025-02-16;1824;Wheeler-Blackburn;2025-06-13;Article;they;132.0;sort;Mercado de Legumes
192;440;2023-11-15;3002;Bowman Ltd;2023-10-30;Each;later;;;Mercado de Legumes
348;572;2024-04-25;4611;Lyons-Mccoy;2021-09-26;Player;million;76.0;involve;Mercado de Legumes
421;323;2025-01-20;252;Martin LLC;2023-10-20;Area;record;;;Mercado de Legumes
238;728;2024-12-10;3149;Whitney, Kim and Moore;2025-02-23;Thousand;difference;;;Mercado de Legumes
201;93;2021-08-28;3843;Swanson Group;2022-06-11;Nearly;whom;195.0;state;Mercado de Flores
464;852;2023-08-17;1697;Morris Ltd;2021-10-01;Off;another;;;Mercado de Flores
409;800;2022-06-24;1634;Long Ltd;2024-03-21;Account;whom;;;Mercado de Legumes
439;542;2023-10-01;4367;Lopez, Jimenez and Miller;2024-03-06;School;itself;;;Mercado de Legumes
214;14;2020-05-15;1426;Weaver LLC;2023-05-04;Image;leg;;;Mercado de Legumes
497;324;2020-10-21;3738;Bowers-Townsend;2022-08-31;Reach;upon;;;Mercado de Flores
329;341;2020-08-18;652;Miller LLC;2023-07-20;Director;always;35.0;mean;Mercado de Legumes
14;207;2023-10-18;3289;Harrison-Moore;2024-09-28;Pass;ask;;;Mercado de Flores
304;985;2021-05-03;4918;Welch Ltd;2022-10-24;Industry;do;190.0;give;Mercado de Fruta
364;443;2024-08-09;951;Boyd-Sexton;2024-06-11;Several;hand;;;Mercado de Legumes
116;843;2022-02-17;2531;Williams, Anderson and Lopez;2025-02-13;Woman;century;28.0;difference;Mercado de Flores
375;251;2021-07-07;4034;Dixon-Williams;2021-07-20;Create;media;;;Mercado de Legumes
201;634;2020-03-18;3146;Swanson Group;2022-06-11;Feeling;near;195.0;state;Mercado de Fruta
284;386;2025-07-05;2580;Wilson, Nixon and Sanchez;2022-10-14;Must;usually;;;Mercado de Legumes
45;924;2022-02-16;2170;Carney-Walker;2023-06-05;Know;something;;;Mercado de Flores
119;651;2024-09-28;478;Shelton, Odonnell and Williams;2022-11-17;Street;recently;;;Mercado de Flores
262;101;2024-05-25;145;Williams and Sons;2023-12-20;Include;happen;;;Mercado de Legumes
297;631;2021-03-22;1931;Martin-Stuart;2023-04-09;Product;audience;;;Mercado de Fruta
364;834;2020-07-12;1239;Boyd-Sexton;2024-06-11;Interesting;unit;;;Mercado de Flores
272;434;2025-08-19;3069;Barrett PLC;2022-06-07;Energy;marriage;;;Mercado de Legumes
325;62;2021-05-07;3755;Barrett Group;2022-12-07;Present;girl;;;Mercado de Legumes
205;3;2024-04-21;1932;Turner-Cook;2023-12-03;Development;approach;;;Mercado de Flores
194;311;2023-07-12;446;Bowen and Sons;2022-07-29;Today;organization;;;Mercado de Legumes
287;346;2023-10-30;4182;Bailey, Bush and Hernandez;2024-12-15;Wrong;task;148.0;room;Mercado de Fruta
487;409;2021-01-18;3983;Martin, Mosley and York;2022-04-29;Baby;model;;;Mercado de Fruta
293;100;2021-06-16;3992;Tyler LLC;2025-11-18;Stuff;physical;;;Mercado de Fruta
20;472;2022-10-09;1395;Wilkerson PLC;2021-05-09;Different;deep;116.0;explain;Mercado de Fruta
266;796;2021-11-17;2607;Carney-Gomez;2023-01-17;Prevent;evidence;91.0;serious;Mercado de Fruta
470;652;2022-06-07;289;Ray, Hall and Graves;2024-05-10;Thought;provide;;;Mercado de Fruta
411;138;2023-08-28;2342;Howard-Gomez;2021-12-18;Ten;role;62.0;care;Mercado de Flores
123;622;2021-11-12;1652;Rivas LLC;2024-11-01;Reflect;position;54.0;million;Mercado de Fruta
123;622;2021-11-12;1652;Rivas LLC;2024-11-01;Reflect;position;108.0;office;Mercado de Fruta
284;432;2025-07-10;2800;Wilson, Nixon and Sanchez;2022-10-14;Soldier;decade;;;Mercado de Flores
180;6;2022-12-04;3966;Tran-Huynh;2021-10-01;Response;shoulder;3.0;teach;Mercado de Flores
445;197;2022-10-13;4883;Rodriguez LLC;2023-11-14;Address;offer;;;Mercado de Legumes
444;883;2022-07-26;758;Mack-Castillo;2024-04-27;Five;future;;;Mercado de Fruta
394;848;2023-04-12;3497;Mcgee-Ramirez;2024-11-29;Focus;very;;;Mercado de Legumes
455;292;2020-07-13;4156;Giles, Lewis and Sampson;2021-08-24;Wide;event;;;Mercado de Fruta
223;367;2020-12-17;3778;Wilcox, Johnson and Dunlap;2025-04-12;Street;outside;17.0;character;Mercado de Fruta
63;354;2023-04-16;3621;Castro, Sherman and Flores;2025-12-01;Another;collection;;;Mercado de Flores
334;35;2023-03-15;4829;Hernandez-Mason;2024-04-05;Shake;most;140.0;ok;Mercado de Legumes
274;436;2023-12-07;1654;Sosa Group;2026-01-19;Today;impact;;;Mercado de Fruta
276;694;2022-05-10;4546;Spencer PLC;2025-06-17;Again;nature;;;Mercado de Fruta
358;40;2021-03-26;3785;Mccormick and Sons;2023-11-06;Realize;table;24.0;during;Mercado de Fruta
358;40;2021-03-26;3785;Mccormick and Sons;2023-11-06;Realize;table;138.0;democratic;Mercado de Fruta
17;630;2020-12-11;4598;Roberts LLC;2023-12-21;Give;generation;185.0;truth;Mercado de Flores
315;24;2024-06-20;2943;Garcia, Campbell and Powell;2023-02-17;Adult;alone;;;Mercado de Flores
486;24;2023-08-06;2793;Stewart Inc;2024-10-25;Adult;alone;180.0;party;Mercado de Flores
112;669;2023-04-22;4857;Colon, King and Evans;2022-10-21;Represent;election;;;Mercado de Flores
120;810;2025-02-11;1022;Mcdaniel-Garza;2022-08-16;Music;expect;;;Mercado de Flores
441;415;2025-12-29;4083;Mclaughlin, Hernandez and Fitzpatrick;2025-05-27;Recent;over;;;Mercado de Fruta
330;672;2024-08-27;1234;Robinson LLC;2022-07-27;Total;hold;;;Mercado de Flores
349;604;2023-09-25;4353;Wise-Perry;2021-04-04;Small;which;;;Mercado de Fruta
124;379;2025-03-28;3342;Baker Inc;2021-05-29;Somebody;born;72.0;language;Mercado de Fruta
375;231;2026-01-06;3935;Dixon-Williams;2021-07-20;Memory;wide;;;Mercado de Flores
149;521;2025-01-05;3357;Sawyer LLC;2026-01-27;Carry;several;;;Mercado de Legumes
438;234;2020-10-14;1851;Reed, Vega and Ho;2022-04-05;Edge;woman;42.0;seem;Mercado de Flores
500;768;2023-11-05;2841;Johnson-Anderson;2024-01-02;Drive;audience;;;Mercado de Flores
287;238;2020-08-23;4558;Bailey, Bush and Hernandez;2024-12-15;Draw;let;148.0;room;Mercado de Fruta
366;469;2021-05-24;1961;Martinez-West;2024-04-10;Throughout;north;125.0;add;Mercado de Fruta
176;302;2022-03-31;4421;Schaefer-Brooks;2021-04-09;Poor;responsibility;;;Mercado de Legumes
100;778;2020-09-13;1848;Brown PLC;2025-07-17;Stuff;despite;;;Mercado de Fruta
325;622;2024-10-30;4098;Barrett Group;2022-12-07;Reflect;position;;;Mercado de Fruta
410;637;2024-11-15;2117;Clark Ltd;2021-04-02;Well;determine;;;Mercado de Fruta
217;633;2023-10-18;3042;Moore, Guzman and Moore;2022-12-25;Action;its;;;Mercado de Flores
470;258;2025-11-23;1142;Ray, Hall and Graves;2024-05-10;Amount;lawyer;;;Mercado de Flores
440;722;2025-04-26;1971;Johnson, Smith and Reed;2024-11-14;Executive;training;159.0;talk;Mercado de Legumes
317;46;2024-10-06;4452;Snyder and Sons;2021-07-03;Sport;identify;;;Mercado de Fruta
377;792;2024-08-04;314;Humphrey-Hancock;2023-12-16;Eight;leg;;;Mercado de Flores
479;58;2021-12-23;2842;Reynolds, Christian and Lopez;2021-07-19;Animal;occur;;;Mercado de Fruta
41;282;2024-04-09;719;Stephenson-Lee;2025-10-15;Notice;peace;;;Mercado de Flores
66;362;2022-12-18;4399;Lara, Baker and Young;2025-09-16;Arm;present;182.0;current;Mercado de Legumes
148;413;2020-09-29;4658;Hicks, Smith and Watson;2026-01-22;Really;traditional;18.0;turn;Mercado de Legumes
204;599;2025-12-05;875;Flynn-Knight;2023-08-04;Friend;along;;;Mercado de Legumes
485;361;2024-10-14;731;Allen and Sons;2023-06-18;Growth;pull;;;Mercado de Fruta
150;854;2021-09-17;2559;Zhang, Arnold and Richmond;2021-11-15;Somebody;once;;;Mercado de Legumes
402;265;2024-10-28;1141;Miller-Wagner;2023-04-08;Town;play;;;Mercado de Fruta
98;367;2021-12-22;4622;Riley, Dunn and Mccarty;2024-07-30;Street;outside;;;Mercado de Fruta
357;404;2023-01-10;3140;Curry, Luna and White;2023-03-17;He;read;;;Mercado de Legumes
37;799;2025-04-27;1377;Meyer-Kim;2022-04-17;List;perform;40.0;do;Mercado de Fruta
17;911;2020-05-12;1140;Roberts LLC;2023-12-21;Form;any;185.0;truth;Mercado de Legumes
318;145;2024-01-06;3569;Gutierrez, Cisneros and Phillips;2021-07-28;Deal;all;;;Mercado de Fruta
211;890;2025-09-23;931;Robinson LLC;2022-02-07;Expect;thousand;153.0;thus;Mercado de Legumes
365;539;2025-07-11;2757;Cantu, Palmer and Thomas;2025-01-03;Whom;what;;;Mercado de Legumes
249;770;2022-12-20;622;Dunlap, Cabrera and Thompson;2021-04-23;Quite;end;;;Mercado de Legumes
225;861;2020-01-04;3570;Bradley-Phillips;2021-10-31;House;third;;;Mercado de Flores
388;366;2022-06-26;583;Gutierrez-Wright;2025-12-14;Above;manage;;;Mercado de Flores
224;282;2022-03-29;1518;Coleman-Green;2021-04-06;Notice;peace;137.0;mission;Mercado de Flores
203;123;2021-07-25;926;Roberts LLC;2024-09-29;Morning;box;;;Mercado de Flores
215;712;2020-01-03;4110;Jimenez-Gates;2022-10-05;Industry;purpose;;;Mercado de Fruta
37;810;2023-05-31;3981;Meyer-Kim;2022-04-17;Music;expect;40.0;do;Mercado de Flores
406;357;2024-03-23;4585;Rodriguez-Spencer;2022-05-20;One;his;;;Mercado de Flores
299;346;2021-04-14;1445;Booker PLC;2025-08-17;Wrong;task;;;Mercado de Fruta
88;439;2020-01-01;1768;Brewer Ltd;2023-01-19;Weight;clear;;;Mercado de Fruta
7;774;2023-08-03;4871;Davis, Armstrong and Brown;2023-02-05;Miss;chair;;;Mercado de Flores
168;995;2021-10-12;1709;Martinez and Sons;2023-10-25;Skin;hundred;4.0;along;Mercado de Legumes
312;816;2023-11-10;1956;Roberts, Sanchez and Cook;2021-10-18;Interest;standard;;;Mercado de Flores
277;875;2025-04-24;3839;Bennett Group;2021-03-31;Bit;may;;;Mercado de Legumes
245;235;2023-07-14;2051;Guzman-Cole;2024-11-20;Deal;go;56.0;design;Mercado de Fruta
336;24;2021-06-01;1719;Michael and Sons;2022-10-12;Adult;alone;;;Mercado de Flores
280;359;2026-01-21;2463;Fitzgerald, Good and Curtis;2021-09-14;Market;sister;68.0;glass;Mercado de Legumes
280;359;2026-01-21;2463;Fitzgerald, Good and Curtis;2021-09-14;Market;sister;186.0;ball;Mercado de Legumes
422;290;2026-01-15;766;Wright, Dickerson and Mcdonald;2023-02-13;Education;share;162.0;management;Mercado de Legumes
43;801;2024-06-02;2501;Hubbard-Morgan;2026-01-13;Special;the;120.0;once;Mercado de Flores
328;876;2023-07-01;2390;Lee, Figueroa and Silva;2023-01-06;End;table;;;Mercado de Flores
29;220;2023-04-21;2904;Mills Group;2024-12-01;Plan;case;37.0;sister;Mercado de Fruta
29;220;2023-04-21;2904;Mills Group;2024-12-01;Plan;case;174.0;might;Mercado de Fruta
268;401;2021-12-06;2021;Taylor Inc;2022-03-26;Admit;politics;;;Mercado de Legumes
282;447;2023-07-07;1864;Wilson LLC;2025-01-17;Front;population;130.0;billion;Mercado de Flores
282;447;2023-07-07;1864;Wilson LLC;2025-01-17;Front;population;167.0;wonder;Mercado de Flores
446;695;2025-09-01;1006;Duffy-Molina;2022-11-01;Local;weight;93.0;paper;Mercado de Legumes
395;785;2025-11-10;3770;Santana-Ray;2022-09-09;Four;his;;;Mercado de Legumes
450;731;2024-09-03;2752;Calderon, May and Davis;2023-01-09;By;finally;171.0;wait;Mercado de Legumes
15;795;2022-06-18;2929;Jackson, Miller and Chang;2024-05-13;Hotel;standard;;;Mercado de Flores
229;757;2022-03-14;1825;Johnson, Sanders and Lam;2021-09-13;Theory;make;;;Mercado de Fruta
349;163;2022-12-16;4936;Wise-Perry;2021-04-04;Them;adult;;;Mercado de Fruta
249;991;2020-04-24;4815;Dunlap, Cabrera and Thompson;2021-04-23;Meeting;trial;;;Mercado de Fruta
16;630;2024-05-30;1218;Barber, Dominguez and Smith;2024-03-10;Give;generation;122.0;any;Mercado de Flores
16;630;2024-05-30;1218;Barber, Dominguez and Smith;2024-03-10;Give;generation;160.0;meet;Mercado de Flores
16;630;2024-05-30;1218;Barber, Dominguez and Smith;2024-03-10;Give;generation;192.0;single;Mercado de Flores
395;7;2022-10-18;1710;Santana-Ray;2022-09-09;Civil;career;;;Mercado de Fruta
72;840;2024-07-17;1355;Crane-Torres;2022-06-18;Population;bill;86.0;school;Mercado de Flores
490;315;2023-04-07;683;Pruitt-Young;2021-04-13;Attorney;financial;;;Mercado de Flores
462;522;2022-01-06;2682;Hansen-Lewis;2024-07-07;Which;whatever;;;Mercado de Flores
236;171;2025-08-04;1876;Butler, Williams and Hoffman;2023-04-13;Style;bill;;;Mercado de Flores
48;435;2021-05-05;3369;Munoz Ltd;2021-03-17;Already;run;;;Mercado de Flores
374;668;2023-07-24;2299;Park-Curry;2021-09-16;Assume;argue;;;Mercado de Legumes
258;427;2020-10-06;2369;Sims, Miller and Chavez;2021-06-01;Task;education;;;Mercado de Fruta
159;244;2022-07-14;3296;Johnson, Long and Benson;2022-06-05;School;write;;;Mercado de Fruta
282;782;2022-05-11;2717;Wilson LLC;2025-01-17;Media;or;130.0;billion;Mercado de Legumes
282;782;2022-05-11;2717;Wilson LLC;2025-01-17;Media;or;167.0;wonder;Mercado de Legumes
179;604;2024-10-24;3874;Bowman, Boyer and Smith;2025-03-16;Small;which;;;Mercado de Fruta
203;865;2024-09-20;2367;Roberts LLC;2024-09-29;Reveal;human;;;Mercado de Fruta
145;976;2021-12-17;2104;Weaver Ltd;2021-10-16;Network;almost;;;Mercado de Fruta
119;962;2022-11-01;2332;Shelton, Odonnell and Williams;2022-11-17;Reflect;write;;;Mercado de Legumes
499;167;2021-04-30;1286;Jacobs, Johnson and Clark;2022-01-05;Final;message;9.0;piece;Mercado de Legumes
499;167;2021-04-30;1286;Jacobs, Johnson and Clark;2022-01-05;Final;message;43.0;here;Mercado de Legumes
161;465;2024-04-01;2776;Mays-Harmon;2022-10-23;Perform;gun;;;Mercado de Flores
333;978;2022-10-29;1932;Robinson, Riddle and Reese;2024-10-16;Western;artist;;;Mercado de Flores
55;501;2023-11-24;2163;Hill, Allen and Rodriguez;2022-07-31;Offer;after;114.0;ability;Mercado de Flores
100;11;2025-06-24;3215;Brown PLC;2025-07-17;Cover;real;;;Mercado de Legumes
334;730;2024-12-11;3849;Hernandez-Mason;2024-04-05;Cut;safe;140.0;ok;Mercado de Fruta
156;538;2025-10-05;1682;Wilkinson, George and Turner;2024-05-22;Team;word;;;Mercado de Fruta
491;810;2025-03-22;284;Smith LLC;2025-01-19;Music;expect;156.0;hair;Mercado de Flores
491;810;2025-03-22;284;Smith LLC;2025-01-19;Music;expect;172.0;moment;Mercado de Flores
426;484;2022-04-30;3481;Johnson-Williams;2021-10-18;Want;down;82.0;marriage;Mercado de Fruta
410;591;2021-05-19;4916;Clark Ltd;2021-04-02;Article;interest;;;Mercado de Flores
415;517;2024-07-01;4227;Anderson, Yoder and Taylor;2021-08-26;Which;ago;60.0;thing;Mercado de Fruta
461;780;2022-06-13;4130;Smith-Stanley;2021-06-23;Charge;beyond;;;Mercado de Flores
171;786;2025-09-29;3490;Holt Ltd;2021-04-28;Season;base;57.0;seek;Mercado de Flores
248;196;2021-07-06;702;Reese, Flores and Wright;2025-04-24;Soldier;whatever;;;Mercado de Fruta
386;80;2020-12-03;280;Hayden-Ellis;2026-01-01;Focus;price;;;Mercado de Legumes
374;611;2021-11-22;1974;Park-Curry;2021-09-16;Career;rate;;;Mercado de Legumes
90;534;2022-08-03;1947;Mitchell-Fisher;2024-12-19;Baby;machine;109.0;term;Mercado de Flores
75;371;2020-01-14;4051;Conley LLC;2025-11-10;Price;material;;;Mercado de Legumes
88;10;2022-10-13;466;Brewer Ltd;2023-01-19;News;treat;;;Mercado de Fruta
168;965;2021-10-10;4096;Martinez and Sons;2023-10-25;Crime;simple;4.0;along;Mercado de Legumes
365;108;2024-02-15;777;Cantu, Palmer and Thomas;2025-01-03;Affect;amount;;;Mercado de Flores
202;83;2023-07-29;740;Thomas-Sanders;2025-02-12;Husband;sit;;;Mercado de Legumes
32;402;2021-01-04;4908;Arnold, Hernandez and Hines;2022-10-16;International;and;51.0;sense;Mercado de Flores
417;867;2020-10-08;1268;Wells Group;2026-01-14;Culture;turn;;;Mercado de Flores
477;669;2021-03-19;1468;Jenkins-Butler;2023-02-09;Represent;election;;;Mercado de Flores
191;742;2025-07-16;2118;Cross, Skinner and Hart;2022-12-01;Become;recognize;;;Mercado de Fruta
359;939;2022-06-03;1613;Thompson-Miller;2025-10-31;Herself;win;;;Mercado de Flores
44;485;2020-03-16;2887;Johnson, Hooper and Norton;2022-03-04;However;debate;;;Mercado de Legumes
430;847;2024-07-09;2347;Guerrero-Hernandez;2024-02-11;Physical;else;146.0;amount;Mercado de Fruta
62;782;2025-10-29;418;Dean Group;2023-04-26;Media;or;;;Mercado de Legumes
115;972;2020-12-05;921;Johnson, Brennan and Wright;2025-01-01;Necessary;member;183.0;feeling;Mercado de Flores
380;164;2022-10-03;2631;Hill, Brown and Clark;2023-05-13;Almost;describe;;;Mercado de Legumes
49;39;2020-09-09;1954;Black and Sons;2021-10-18;Hand;financial;;;Mercado de Flores
27;431;2023-09-21;4396;Mosley-Kim;2023-04-06;A;agent;;;Mercado de Legumes
78;588;2021-02-23;1272;Douglas and Sons;2025-06-07;Wear;region;;;Mercado de Flores
313;833;2021-01-06;605;Stout-Rodgers;2022-09-19;Each;even;92.0;why;Mercado de Legumes
28;169;2022-07-25;406;Hancock, Walker and Miller;2022-11-08;Light;scene;;;Mercado de Fruta
328;168;2022-02-26;3117;Lee, Figueroa and Silva;2023-01-06;Address;product;;;Mercado de Flores
492;394;2020-10-27;4724;Lyons, Gomez and Oconnor;2021-04-27;Information;analysis;;;Mercado de Fruta
124;993;2021-05-21;4167;Baker Inc;2021-05-29;Coach;report;72.0;language;Mercado de Flores
138;795;2023-12-02;1347;Lee-Keller;2023-10-06;Hotel;standard;117.0;staff;Mercado de Flores
284;384;2020-04-17;3033;Wilson, Nixon and Sanchez;2022-10-14;Sort;physical;;;Mercado de Flores
476;591;2021-12-04;283;Johnson-Curtis;2021-06-10;Article;interest;36.0;dream;Mercado de Flores
123;904;2025-12-22;3941;Rivas LLC;2024-11-01;Evening;cell;54.0;million;Mercado de Fruta
123;904;2025-12-22;3941;Rivas LLC;2024-11-01;Evening;cell;108.0;office;Mercado de Fruta
46;353;2022-07-14;114;Jones-Atkinson;2022-09-28;See;cover;;;Mercado de Legumes
212;148;2023-09-18;4280;Mckenzie Ltd;2023-12-02;Continue;by;;;Mercado de Fruta
358;292;2024-07-03;234;Mccormick and Sons;2023-11-06;Wide;event;24.0;during;Mercado de Fruta
358;292;2024-07-03;234;Mccormick and Sons;2023-11-06;Wide;event;138.0;democratic;Mercado de Fruta
183;478;2021-01-14;1650;Velez, Price and Cortez;2022-02-23;Able;through;;;Mercado de Fruta
114;667;2025-08-04;182;Powers, Friedman and Atkinson;2025-12-03;Best;phone;;;Mercado de Fruta
373;511;2021-03-11;4795;Martinez, Taylor and Howard;2025-04-04;Huge;partner;;;Mercado de Fruta
218;859;2021-09-05;3886;Olson Inc;2026-01-06;Room;PM;;;Mercado de Fruta
199;248;2025-05-16;3930;Hanson-Fleming;2025-09-15;Report;many;;;Mercado de Legumes
298;538;2021-05-28;2849;Benson-Travis;2022-07-13;Team;word;34.0;will;Mercado de Fruta
247;345;2021-02-13;1025;Rivera Group;2021-12-30;Light;owner;197.0;possible;Mercado de Flores
458;3;2020-01-23;1982;Long, Walker and Allison;2025-03-29;Development;approach;;;Mercado de Flores
105;438;2024-07-27;4971;Mccall and Sons;2022-01-20;Attack;have;5.0;meet;Mercado de Flores
